,year,violent,cauc,population,income,density,state,law
756,1996,727,56.06857,18.1438,18583.91,0.3842073,New York,no
757,1997,688.6,55.93539,18.14318,18946.71,0.3841942,New York,no
758,1998,637.8,55.92968,18.15918,19711.47,0.3845327,New York,no
759,1999,588.8,55.9836,18.1966,20272.8,0.3853253,New York,no
760,1977,407.1,57.76085,5.685611,9959.352,0.1165132,North Carolina,no
761,1978,413.4,57.72733,5.759492,10359.84,0.1180272,North Carolina,no
762,1979,446.1,57.66654,5.823493,10236.49,0.1193388,North Carolina,no
763,1980,455,57.73013,5.89898,9970.623,0.1207743,North Carolina,no
764,1981,436.7,57.83779,5.956661,10065.66,0.1219553,North Carolina,no
765,1982,446.3,57.81456,6.019141,10000.08,0.1232345,North Carolina,no
766,1983,409.6,57.71644,6.077066,10480,0.1244204,North Carolina,no
767,1984,403.6,57.70063,6.164014,11304.69,0.1262006,North Carolina,no
768,1985,420.9,57.6155,6.253989,11712.97,0.1280427,North Carolina,no
769,1986,475.9,57.37815,6.321582,12220.6,0.1294266,North Carolina,no
770,1987,484,57.1776,6.403696,12563.02,0.1311078,North Carolina,no
771,1988,501.9,56.94728,6.480598,13018.16,0.1326822,North Carolina,no
772,1989,546.4,56.71115,6.565467,13280.82,0.1344198,North Carolina,no
773,1990,623.5,58.31004,6.656987,13233.65,0.1366433,North Carolina,no
774,1991,658.4,58.05008,6.748135,13069.55,0.1385142,North Carolina,no
775,1992,681,57.62149,6.83185,13575.2,0.1402326,North Carolina,no
776,1993,679.3,57.31176,6.947412,13808.94,0.1426046,North Carolina,no
777,1994,655,57.04784,7.060959,14065.63,0.1449353,North Carolina,no
778,1995,646.4,56.93417,7.185403,14347.45,0.1474897,North Carolina,no
779,1996,588.1,56.82938,7.307658,14566.9,0.1499991,North Carolina,yes
780,1997,607,56.7124,7.428672,15021.37,0.1524831,North Carolina,yes
781,1998,579.4,56.681,7.545828,15551.17,0.1548879,North Carolina,yes
782,1999,542.1,56.69116,7.650789,15797.37,0.1570423,North Carolina,yes
783,1977,67.1,69.79649,0.649769,10565.99,0.0093798,North Dakota,no
784,1978,67,69.51859,0.651302,12431.81,0.009402,North Dakota,no
785,1979,61.3,69.25468,0.652893,11522.06,0.0094249,North Dakota,no
786,1980,54,69.05927,0.65438,9786.855,0.0094427,North Dakota,no
787,1981,67.5,68.76475,0.659524,11334.83,0.0095169,North Dakota,no
788,1982,61.8,68.53995,0.668969,11341.68,0.0096532,North Dakota,no
789,1983,53.7,68.22214,0.676685,11386,0.0097646,North Dakota,no
790,1984,53.6,67.86971,0.680498,11802.41,0.0098196,North Dakota,no
791,1985,47,67.49587,0.676991,11862.99,0.009769,North Dakota,no
792,1986,51.3,67.07564,0.669489,11931.53,0.0096607,North Dakota,yes
793,1987,56.8,66.72974,0.661167,11896.5,0.0095406,North Dakota,yes
794,1988,59.1,66.64963,0.655273,10731.29,0.0094556,North Dakota,yes
795,1989,63.2,66.47451,0.646341,11528.67,0.0093267,North Dakota,yes
796,1990,73.9,68.91557,0.637364,12100.56,0.009238,North Dakota,yes
797,1991,65.4,68.76801,0.634199,11893.37,0.0091921,North Dakota,yes
798,1992,83.3,68.96371,0.635427,12561.32,0.0092099,North Dakota,yes
799,1993,82.2,69.21892,0.637229,12284.87,0.009236,North Dakota,yes
800,1994,81.8,69.45083,0.639762,12790.18,0.0092727,North Dakota,yes
801,1995,86.7,69.67663,0.641548,12480.94,0.0092986,North Dakota,yes
802,1996,84,69.95417,0.642858,13440.41,0.0093176,North Dakota,yes
803,1997,87.2,70.17045,0.640945,12917.42,0.0092899,North Dakota,yes
804,1998,89.3,70.13709,0.637808,13889.86,0.0092444,North Dakota,yes
805,1999,66.9,70.14247,0.633666,13917.25,0.0091844,North Dakota,yes
806,1977,406.7,66.74809,10.7714,12348.08,0.2628773,Ohio,no
807,1978,412.7,66.73001,10.79558,12722.13,0.2634676,Ohio,no
808,1979,457.5,66.63911,10.7983,12692.37,0.2635339,Ohio,no
809,1980,498.3,66.44777,10.80065,12214.53,0.2634048,Ohio,no
810,1981,496.6,66.35651,10.78832,12036.27,0.2631042,Ohio,no
811,1982,436.7,66.11286,10.75709,11852.52,0.2623424,Ohio,no
812,1983,397.9,65.7574,10.73763,12167,0.261868,Ohio,no
813,1984,385.3,65.44431,10.73775,12897.59,0.2618707,Ohio,no
814,1985,381.6,65.18134,10.73492,13237.17,0.2618018,Ohio,no
815,1986,420.9,64.88249,10.73027,13574.1,0.2616883,Ohio,no
816,1987,421.3,64.60281,10.76008,13746.97,0.2624154,Ohio,no
817,1988,452,64.36441,10.79856,14094.24,0.2633539,Ohio,no
818,1989,468.6,64.05193,10.82921,14313.47,0.2641013,Ohio,no
819,1990,506.2,66.15223,10.86184,14319.5,0.2652269,Ohio,no
820,1991,561.8,65.96347,10.93368,14047.63,0.2669812,Ohio,no
821,1992,525.9,65.7691,11.00761,14371.82,0.2687864,Ohio,no
822,1993,504.1,65.61407,11.07038,14468.31,0.2703193,Ohio,no
823,1994,485.8,65.47792,11.11145,14826.34,0.271322,Ohio,no
824,1995,482.5,65.4557,11.15549,14968.1,0.2723975,Ohio,no
825,1996,428.7,65.43978,11.18703,14994.26,0.2731676,Ohio,no
826,1997,435.4,65.39888,11.2125,15472.84,0.2737894,Ohio,no
827,1998,362.5,65.43416,11.23775,16001.48,0.2744061,Ohio,no
828,1999,316.4,65.46132,11.25665,16248.26,0.2748676,Ohio,no
829,1977,316.6,63.51503,2.870012,10827.38,0.0417262,Oklahoma,no
830,1978,353,63.26656,2.917336,11287.34,0.0424142,Oklahoma,no
831,1979,405.2,63.10439,2.975311,11641.42,0.0432571,Oklahoma,no
832,1980,419.5,62.96575,3.040758,11582.22,0.0442904,Oklahoma,no
833,1981,426.8,62.94326,3.096157,12059.29,0.0450973,Oklahoma,no
834,1982,443.9,63.06606,3.206124,12195.14,0.0466991,Oklahoma,no
835,1983,423.4,62.69285,3.290404,11725,0.0479266,Oklahoma,no
836,1984,407.5,62.15516,3.285528,12166.83,0.0478556,Oklahoma,no
837,1985,422,61.63043,3.271332,12283.39,0.0476489,Oklahoma,no
838,1986,436.4,61.16328,3.252731,12078.79,0.0473779,Oklahoma,no
839,1987,417.6,60.53362,3.210117,11807.93,0.0467572,Oklahoma,no
840,1988,434.5,60.02283,3.167058,12004.39,0.04613,Oklahoma,no
841,1989,491.5,59.71284,3.150299,12257.79,0.0458859,Oklahoma,no
842,1990,547.5,61.39859,3.147105,12355.07,0.0458234,Oklahoma,no
843,1991,583.7,61.4276,3.166471,12223.05,0.0461054,Oklahoma,no
844,1992,622.8,61.53336,3.204174,12443.46,0.0466544,Oklahoma,no
845,1993,634.8,61.60735,3.228829,12460.57,0.0470133,Oklahoma,no
846,1994,651.5,61.69035,3.246119,12586.56,0.0472651,Oklahoma,no
847,1995,664.1,61.78748,3.265547,12683.68,0.047548,Oklahoma,no
848,1996,597.1,61.93959,3.289634,12795.89,0.0478987,Oklahoma,yes
849,1997,559.5,61.99123,3.314259,13106.83,0.0482572,Oklahoma,yes
850,1998,539.4,62.03029,3.339478,13567.87,0.0486244,Oklahoma,yes
851,1999,508.2,62.08629,3.358044,13728.88,0.0488948,Oklahoma,yes
852,1977,455.8,70.91949,2.446673,12422.06,0.0254374,Oregon,no
853,1978,502.4,70.7952,2.518299,12951.33,0.0261821,Oregon,no
854,1979,545.4,70.65277,2.588013,12917.38,0.0269069,Oregon,no
855,1980,490.4,70.70586,2.641218,12326.96,0.0274601,Oregon,no
856,1981,478.7,70.36204,2.667984,11904.75,0.0277383,Oregon,no
857,1982,473,69.88253,2.664922,11484.1,0.0277065,Oregon,no
858,1983,487.8,69.31556,2.653058,11832,0.0275832,Oregon,no
859,1984,506.1,68.90342,2.666592,12338.49,0.0277239,Oregon,no
860,1985,551.1,68.53308,2.672648,12544.52,0.0277868,Oregon,no
861,1986,549.7,68.18871,2.683531,12873.26,0.0279,Oregon,no
862,1987,539.5,67.95156,2.700999,13076.95,0.0280816,Oregon,no
863,1988,545.7,67.84964,2.741307,13524.2,0.0285007,Oregon,no
864,1989,518.6,67.60602,2.790568,13829.27,0.0290128,Oregon,no
865,1990,506.8,69.36436,2.858547,13908.79,0.0297756,Oregon,no
866,1991,506.3,69.5378,2.918745,13747.19,0.0304026,Oregon,yes
867,1992,510.2,69.50073,2.973934,13886.18,0.0309775,Oregon,yes
868,1993,503.1,69.71551,3.03449,14058.36,0.0316083,Oregon,yes
869,1994,520.6,69.76754,3.087142,14394.91,0.0321567,Oregon,yes
870,1995,522.4,69.86402,3.141421,14824.87,0.0327221,Oregon,yes
871,1996,463.1,70.04883,3.195087,15017.11,0.0332811,Oregon,yes
872,1997,444.4,70.17027,3.243254,15428.12,0.0337828,Oregon,yes
873,1998,419.8,70.22414,3.282055,15883.56,0.034187,Oregon,yes
874,1999,374.9,70.33952,3.316154,16120.88,0.0345422,Oregon,yes
875,1977,282.8,67.17242,11.89359,12318.49,0.264502,Pennsylvania,no
876,1978,301.1,67.07594,11.8794,12690.04,0.2641863,Pennsylvania,no
877,1979,333.6,66.9677,11.88798,12656.7,0.2643771,Pennsylvania,no
878,1980,363.9,66.88034,11.86831,12272.56,0.2643982,Pennsylvania,no
879,1981,371.7,66.72968,11.85857,12257.66,0.2641813,Pennsylvania,no
880,1982,360.4,66.43293,11.84515,12267.38,0.2638823,Pennsylvania,no
881,1983,342.8,66.04167,11.83773,12455,0.263717,Pennsylvania,no
882,1984,320.6,65.68049,11.81517,12958.01,0.2632145,Pennsylvania,no
883,1985,331.1,65.22522,11.77085,13376.07,0.2622272,Pennsylvania,no
884,1986,358.6,64.7671,11.78275,13804.07,0.2624921,Pennsylvania,no
885,1987,369.4,64.35545,11.81086,14156.53,0.2631185,Pennsylvania,no
886,1988,362,64.04595,11.84575,14585.97,0.2638958,Pennsylvania,no
887,1989,378.6,63.68747,11.86601,15036.17,0.264347,Pennsylvania,no
888,1990,431,65.93815,11.8956,15105.13,0.2654084,Pennsylvania,yes
889,1991,450,65.6598,11.94316,14989.15,0.2664694,Pennsylvania,yes
890,1992,427,65.33145,11.98082,15300.5,0.2673097,Pennsylvania,yes
891,1993,417.5,65.06128,12.02213,15303.38,0.2682313,Pennsylvania,yes
892,1994,426.7,64.8941,12.04255,15364.61,0.2686869,Pennsylvania,yes
893,1995,427.3,64.81329,12.04478,15524.65,0.2687367,Pennsylvania,yes
894,1996,480.3,64.82384,12.03801,15772.13,0.2685856,Pennsylvania,yes
895,1997,442.1,64.85114,12.01589,16200.03,0.2680921,Pennsylvania,yes
896,1998,420.5,64.91528,12.00233,16727.35,0.2677896,Pennsylvania,yes
897,1999,420.5,65.01945,11.99402,17114.16,0.2676041,Pennsylvania,yes
898,1977,301.6,71.38422,0.950231,11514.58,0.9058446,Rhode Island,no
899,1978,348.1,71.46287,0.951816,11754.9,0.9073556,Rhode Island,no
900,1979,375.1,71.5311,0.950381,11792.34,0.9059876,Rhode Island,no
901,1980,408.5,70.92782,0.948773,11778.08,0.8993109,Rhode Island,no
902,1981,441.7,70.77566,0.953007,11853.24,0.9033242,Rhode Island,no
903,1982,401.8,70.3692,0.954176,11976.36,0.9044322,Rhode Island,no
904,1983,355.2,69.90588,0.956376,12439,0.9065175,Rhode Island,no
905,1984,334.7,69.58003,0.961901,13154.6,0.9117545,Rhode Island,no
906,1985,346.6,69.1723,0.96895,13598.31,0.9184361,Rhode Island,no
907,1986,335.5,68.66371,0.977343,14168.58,0.9263915,Rhode Island,no
908,1987,359.7,68.25656,0.989603,14602.93,0.9380123,Rhode Island,no
909,1988,396.7,67.86526,0.996417,15384.18,0.9444711,Rhode Island,no
910,1989,378,67.38249,1.000665,15784.57,0.9484976,Rhode Island,no
911,1990,431.9,69.39707,1.004649,15387.83,0.9613866,Rhode Island,no
912,1991,462,68.82858,1.00399,14885.35,0.960756,Rhode Island,no
913,1992,394.5,68.26462,1.000571,15092.47,0.9574842,Rhode Island,no
914,1993,401.7,67.69461,0.997852,15252.39,0.9548823,Rhode Island,no
915,1994,375.5,67.31688,0.993412,15296.06,0.9506335,Rhode Island,no
916,1995,368,67.00869,0.989203,15726.08,0.9466057,Rhode Island,no
917,1996,347.2,66.90131,0.987858,15953.1,0.9453186,Rhode Island,no
918,1997,333.5,66.84111,0.986966,16543.44,0.9444651,Rhode Island,no
919,1998,312.1,66.89433,0.987704,17120.22,0.9451712,Rhode Island,no
920,1999,286.6,66.86559,0.990819,17542.33,0.9481522,Rhode Island,no
921,1977,636.2,52.7606,2.991683,9344.497,0.0989804,South Carolina,no
922,1978,637.6,52.74525,3.044365,9678.352,0.1007234,South Carolina,no
923,1979,678.3,52.71151,3.090266,9664.368,0.1022421,South Carolina,no
924,1980,660,52.53884,3.134502,9422.946,0.1037811,South Carolina,no
925,1981,640.4,52.67374,3.179235,9481.496,0.1052622,South Carolina,no
926,1982,720,52.60826,3.207618,9361.272,0.106202,South Carolina,no
927,1983,616.8,52.49292,3.234074,9775,0.1070779,South Carolina,no
928,1984,624.5,52.40158,3.271861,10462.69,0.108329,South Carolina,no
929,1985,631,52.28647,3.303208,10802.72,0.1093669,South Carolina,no
930,1986,674.6,52.12664,3.342769,11142.52,0.1106767,South Carolina,no
931,1987,664.9,51.99231,3.380506,11450.11,0.1119262,South Carolina,no
932,1988,741.2,51.79147,3.412091,11825.89,0.1129719,South Carolina,no
933,1989,813.7,51.61836,3.45677,11911.7,0.1144512,South Carolina,no
934,1990,976.6,53.26236,3.499064,12230.1,0.1162055,South Carolina,no
935,1991,972.5,53.1396,3.55947,11994.98,0.1182116,South Carolina,no
936,1992,944.5,52.91803,3.600576,12187.15,0.1195768,South Carolina,no
937,1993,1023.4,52.67149,3.634507,12267.64,0.1207036,South Carolina,no
938,1994,1030.5,52.49868,3.666456,12556.99,0.1217647,South Carolina,no
939,1995,981.9,52.41994,3.699943,12735.34,0.1228768,South Carolina,no
940,1996,996.9,52.34179,3.738974,12955.9,0.124173,South Carolina,no
941,1997,990.3,52.31548,3.790066,13279.46,0.1258698,South Carolina,yes
942,1998,903.2,52.48092,3.839578,13774.99,0.1275141,South Carolina,yes
943,1999,847.1,52.61976,3.885736,14075.72,0.1290471,South Carolina,yes
944,1977,189.1,66.82024,0.68848,10441.04,0.0090643,South Dakota,no
945,1978,163.5,66.51689,0.68858,11226.22,0.0090656,South Dakota,no
946,1979,159.1,66.15408,0.688334,11192.78,0.0090624,South Dakota,no
947,1980,126.8,65.82939,0.690851,9843.678,0.0090959,South Dakota,no
948,1981,104.8,65.59054,0.689569,10358.3,0.009079,South Dakota,no
949,1982,99,65.31049,0.690615,10232.28,0.0090928,South Dakota,no
950,1983,120,65.02334,0.692985,10195,0.009124,South Dakota,no
951,1984,147.5,64.72329,0.697239,11142.62,0.00918,South Dakota,no
952,1985,136.6,64.3707,0.6984,11058.29,0.0091953,South Dakota,no
953,1986,124.7,63.97756,0.69598,11349.77,0.0091634,South Dakota,yes
954,1987,119.7,63.83106,0.696042,11591.31,0.0091642,South Dakota,yes
955,1988,113.7,63.62806,0.698148,11625.49,0.009192,South Dakota,yes
956,1989,135.5,63.37601,0.696691,11857.9,0.0091728,South Dakota,yes
957,1990,162.8,65.53576,0.696667,12373.36,0.009179,South Dakota,yes
958,1991,182.2,65.71449,0.701445,12398.49,0.0092419,South Dakota,yes
959,1992,194.5,65.68172,0.708698,12755.86,0.0093375,South Dakota,yes
960,1993,208.4,66.01141,0.716258,12791.29,0.0094371,South Dakota,yes
961,1994,227.6,66.321,0.723038,13175.9,0.0095264,South Dakota,yes
962,1995,207.5,66.6641,0.728251,12980.59,0.0095951,South Dakota,yes
963,1996,177.2,66.77264,0.730699,13802.36,0.0096274,South Dakota,yes
964,1997,197.4,66.6871,0.730855,13839.61,0.0096294,South Dakota,yes
965,1998,154.3,66.67903,0.730789,14536.91,0.0096286,South Dakota,yes
966,1999,167.4,66.76824,0.733133,14974.52,0.0096595,South Dakota,yes
967,1977,389.5,62.2667,4.422921,10041.55,0.10702,Tennessee,no
968,1978,382.6,62.18873,4.486313,10535.56,0.1085538,Tennessee,no
969,1979,414,62.10576,4.560474,10451.9,0.1103483,Tennessee,no
970,1980,458.1,62.40076,4.600252,10057.67,0.1117787,Tennessee,no
971,1981,412.6,62.45888,4.627667,10078.82,0.1124448,Tennessee,no
972,1982,421.1,62.40519,4.646043,10005.24,0.1128913,Tennessee,no
973,1983,402,62.30478,4.659755,10276,0.1132245,Tennessee,no
974,1984,445.4,62.22468,4.68674,10983.43,0.1138802,Tennessee,no
975,1985,474.4,62.12678,4.715287,11340.72,0.1145739,Tennessee,no
976,1986,539.6,61.90892,4.738713,11812.46,0.1151431,Tennessee,no
977,1987,533.5,61.80703,4.78293,12198.19,0.1162175,Tennessee,no
978,1988,532.7,61.55821,4.822437,12554.22,0.1171774,Tennessee,no
979,1989,548.9,61.36978,4.854461,12754.05,0.1179556,Tennessee,no
980,1990,670.4,63.34099,4.890626,12817.6,0.1186469,Tennessee,no
981,1991,725.9,63.22644,4.946886,12794.69,0.1200118,Tennessee,no
982,1992,746.2,63.03001,5.013999,13376.4,0.12164,Tennessee,no
983,1993,765.8,62.83326,5.085666,13601.55,0.1233786,Tennessee,no
984,1994,747.9,62.74009,5.163016,13907.71,0.1252551,Tennessee,no
985,1995,771.5,62.71865,5.241168,14257.2,0.1271511,Tennessee,yes
986,1996,774,62.72006,5.313576,14255.75,0.1289077,Tennessee,yes
987,1997,789.7,62.71156,5.378433,14485.45,0.1304812,Tennessee,yes
988,1998,715,62.66996,5.432679,15027.54,0.1317972,Tennessee,yes
989,1999,694.9,62.68462,5.483535,15277.7,0.1330309,Tennessee,yes
990,1977,407.7,64.41234,13.19306,11473.48,0.0503294,Texas,no
991,1978,435.3,64.36545,13.50043,12089.54,0.051502,Texas,no
992,1979,507.9,64.35475,13.88837,12250.59,0.052982,Texas,no
993,1980,550.3,64.19213,14.33821,12038.01,0.0547224,Texas,no
994,1981,532.4,64.2748,14.74631,12484.54,0.05628,Texas,no
995,1982,577.1,64.29494,15.33141,12343.75,0.058513,Texas,no
996,1983,512.2,64.24527,15.75168,12303,0.060117,Texas,no
997,1984,505,64.06598,16.00708,12846.76,0.0610918,Texas,no
998,1985,550,63.84797,16.27274,13145.5,0.0621056,Texas,no
999,1986,658.9,63.5815,16.56111,12875.99,0.0632062,Texas,no
1000,1987,631.1,63.24954,16.6218,12704.22,0.0634379,Texas,no
1001,1988,652.6,62.91941,16.66702,12902.81,0.0636105,Texas,no
1002,1989,658.5,62.83883,16.80673,13107.37,0.0641437,Texas,no
1003,1990,761.4,63.59877,17.04471,13303,0.0650775,Texas,no
1004,1991,840.1,63.41392,17.3399,13267.65,0.0662046,Texas,no
1005,1992,806.3,63.26109,17.65048,13593.66,0.0673904,Texas,no
1006,1993,762.1,63.14571,17.99676,13659.42,0.0687125,Texas,no
1007,1994,706.5,63.02897,18.33832,13836.48,0.0700166,Texas,no
1008,1995,663.9,62.94487,18.67971,14078,0.07132,Texas,no
1009,1996,644.4,62.765,19.00624,14323.7,0.0725667,Texas,no
1010,1997,602.5,62.65525,19.35543,15045.59,0.0738999,Texas,yes
1011,1998,564.6,62.59028,19.71239,15759.52,0.0752628,Texas,yes
1012,1999,560.3,62.56689,20.04414,16046.73,0.0765295,Texas,yes
1013,1977,240,68.27696,1.319511,10403.23,0.0160728,Utah,no
1014,1978,271.8,67.78931,1.367512,10758.65,0.0166575,Utah,no
1015,1979,304.2,67.27177,1.420239,10682.39,0.0172997,Utah,no
1016,1980,303.3,67.01035,1.472595,10232.98,0.0179425,Utah,no
1017,1981,298.6,66.58289,1.515469,10181.84,0.0184649,Utah,no
1018,1982,285.7,66.35606,1.558316,10120.82,0.0189869,Utah,no
1019,1983,256,66.02115,1.594939,10333,0.0194332,Utah,no
1020,1984,244.2,66.07267,1.622341,10772.45,0.019767,Utah,no
1021,1985,267.4,66.19875,1.642907,10969.4,0.0200176,Utah,no
1022,1986,266.7,66.40424,1.662838,11133.43,0.0202605,Utah,no
1023,1987,229.8,66.56535,1.678115,11083.53,0.0204466,Utah,yes
1024,1988,243.1,66.91209,1.689366,11077.35,0.0205837,Utah,yes
1025,1989,258.8,67.36006,1.705867,11223.53,0.0207848,Utah,yes
1026,1990,283.9,69.30894,1.729722,11426.95,0.021051,Utah,yes
1027,1991,286.8,69.74521,1.771941,11448.19,0.0215649,Utah,yes
1028,1992,290.5,70.19036,1.821498,11611.34,0.022168,Utah,yes
1029,1993,301,70.48416,1.875993,11734.36,0.0228312,Utah,yes
1030,1994,304.5,70.66015,1.930436,12036.86,0.0234938,Utah,yes
1031,1995,328.8,70.82185,1.976774,12333.13,0.0240577,Utah,yes
1032,1996,331.9,70.8315,2.022253,12671.42,0.0246112,Utah,yes
1033,1997,334,70.61509,2.065397,13137.88,0.0251363,Utah,yes
1034,1998,314.2,70.37374,2.100562,13619.8,0.0255642,Utah,yes
1035,1999,275.5,70.28898,2.129836,13919.05,0.0259205,Utah,yes
1036,1977,149.5,73.13677,0.491929,10158.28,0.053084,Vermont,yes
1037,1978,166.3,73.33691,0.498108,10751.01,0.0537507,Vermont,yes
1038,1979,184.2,73.56225,0.505372,10774.32,0.0545346,Vermont,yes
1039,1980,178.8,73.71889,0.512524,10520.72,0.0552706,Vermont,yes
1040,1981,128,73.75161,0.515605,10649.83,0.0556028,Vermont,yes
1041,1982,126.9,73.62413,0.519107,10616.18,0.0559805,Vermont,yes
1042,1983,132.6,73.46095,0.523308,10968,0.0564335,Vermont,yes
1043,1984,145.1,73.23557,0.526658,11554.03,0.0567948,Vermont,yes
1044,1985,147.7,73.03449,0.530029,12032.44,0.0571583,Vermont,yes
1045,1986,149.2,72.81029,0.534055,12582.38,0.0575925,Vermont,yes
1046,1987,136.5,72.68566,0.540273,13147.98,0.058263,Vermont,yes
1047,1988,142.3,72.68874,0.549766,13637.87,0.0592867,Vermont,yes
1048,1989,132.8,72.66877,0.557699,14066.15,0.0601422,Vermont,yes
1049,1990,127.2,74.6722,0.564526,13757.91,0.0610364,Vermont,yes
1050,1991,116.8,74.63558,0.567141,13317.36,0.0613192,Vermont,yes
1051,1992,109.5,74.64705,0.570115,13698.03,0.0616407,Vermont,yes
1052,1993,114.2,74.63293,0.574004,13631.87,0.0620612,Vermont,yes
1053,1994,96.9,74.74331,0.5789,13811.62,0.0625905,Vermont,yes
1054,1995,118.3,74.98331,0.582827,13968.79,0.0630151,Vermont,yes
1055,1996,121.2,75.23706,0.586352,14157.32,0.0633963,Vermont,yes
1056,1997,119.7,75.65321,0.588665,14507.18,0.0636463,Vermont,yes
1057,1998,106.3,76.06671,0.590579,15158.91,0.0638533,Vermont,yes
1058,1999,113.8,76.52575,0.59374,15455.31,0.064195,Vermont,yes
1059,1977,290,61.69657,5.193112,11823.65,0.1305458,Virginia,no
1060,1978,286.4,61.70031,5.270238,12285.12,0.1324846,Virginia,no
1061,1979,301,61.62537,5.307945,12341.14,0.1334325,Virginia,no
1062,1980,307.2,61.25582,5.368334,12302.78,0.1352089,Virginia,no
1063,1981,321.7,61.26047,5.444106,12374.94,0.1371173,Virginia,no
1064,1982,309.1,61.07048,5.492773,12461.4,0.1383431,Virginia,no
1065,1983,292.5,60.80208,5.564658,12936,0.1401536,Virginia,no
1066,1984,295.6,60.61091,5.64386,13711.78,0.1421484,Virginia,no
1067,1985,294.7,60.34415,5.715156,14154.84,0.1439441,Virginia,no
1068,1986,306,60.05884,5.811691,14759.43,0.1463755,Virginia,no
1069,1987,295,59.76487,5.932267,15200.16,0.1494123,Virginia,no
1070,1988,299.2,59.50568,6.036911,15624.15,0.1520479,Virginia,no
1071,1989,312.5,59.17403,6.120232,15883.34,0.1541465,Virginia,no
1072,1990,350.6,60.55391,6.213526,15649.96,0.1569151,Virginia,no
1073,1991,373.2,60.14425,6.283853,15418.25,0.1586912,Virginia,no
1074,1992,374.9,59.77764,6.383315,15595.15,0.161203,Virginia,no
1075,1993,372.2,59.4888,6.464795,15690.6,0.1632607,Virginia,no
1076,1994,357.7,59.22881,6.536771,15932.45,0.1650783,Virginia,no
1077,1995,361.5,58.98551,6.601392,15994.22,0.1667102,Virginia,no
1078,1996,341.3,58.81139,6.665491,16189.33,0.168329,Virginia,yes
1079,1997,345.2,58.6368,6.732878,16619.82,0.1700308,Virginia,yes
1080,1998,325.7,58.44238,6.789225,17333.46,0.1714537,Virginia,yes
1081,1999,314.7,58.35429,6.872912,17816.81,0.1735672,Virginia,yes
1082,1977,374.9,70.13207,3.77605,12875.81,0.056723,Washington,yes
1083,1978,405.3,70.02095,3.889073,13579.34,0.0584208,Washington,yes
1084,1979,434.6,69.86417,4.017632,13671.98,0.060352,Washington,yes
1085,1980,464.3,69.74776,4.154678,13193.82,0.062466,Washington,yes
1086,1981,447.3,69.48921,4.235731,13045.69,0.0636847,Washington,yes
1087,1982,406.4,69.02334,4.276545,12828.79,0.0642983,Washington,yes
1088,1983,371.8,68.45677,4.30027,13124,0.064655,Washington,yes
1089,1984,406.4,68.01142,4.34365,13446.14,0.0653072,Washington,yes
1090,1985,425.4,67.5183,4.400098,13647.39,0.0661559,Washington,yes
1091,1986,437,67.07538,4.452722,14109.5,0.0669472,Washington,yes
1092,1987,439.5,66.68768,4.531891,14295.1,0.0681375,Washington,yes
1093,1988,466.4,66.40105,4.639893,14541.34,0.0697613,Washington,yes
1094,1989,471.7,66.05814,4.746321,14992.01,0.0713614,Washington,yes
1095,1990,501.6,67.4353,4.90078,15259.81,0.0736052,Washington,yes
1096,1991,522.6,67.49376,5.013443,15278.63,0.0752973,Washington,yes
1097,1992,534.5,67.47049,5.139011,15561.07,0.0771832,Washington,yes
1098,1993,514.6,67.56084,5.247704,15443.25,0.0788157,Washington,yes
1099,1994,511.3,67.50073,5.334896,15535.97,0.0801252,Washington,yes
1100,1995,484.3,67.51688,5.431024,15616.21,0.081569,Washington,yes
1101,1996,431.2,67.46822,5.509963,16057.25,0.0827545,Washington,yes
1102,1997,440.7,67.49805,5.604105,16644.04,0.0841685,Washington,yes
1103,1998,428.5,67.48536,5.687832,17461.77,0.085426,Washington,yes
1104,1999,377.3,67.48767,5.756361,18167.24,0.0864552,Washington,yes
1105,1977,152.3,70.00751,1.908088,9951.133,0.0792725,West Virginia,no
1106,1978,167.7,69.93727,1.923395,10242.18,0.0799084,West Virginia,no
1107,1979,168.1,69.90005,1.942146,10196.7,0.0806874,West Virginia,no
1108,1980,183.7,69.99722,1.951349,9879.948,0.0809051,West Virginia,no
1109,1981,174.8,70.06487,1.954115,9717.135,0.0810197,West Virginia,no
1110,1982,174.8,70.06021,1.949606,9741.048,0.0808328,West Virginia,no
1111,1983,171.8,70.01633,1.945065,9626,0.0806445,West Virginia,no
1112,1984,168.2,69.93818,1.927701,9989.902,0.0799246,West Virginia,no
1113,1985,166,69.94443,1.906828,10126.74,0.0790592,West Virginia,no
1114,1986,164.5,69.83031,1.88235,10420.78,0.0780443,West Virginia,no
1115,1987,137.3,69.79784,1.857579,10480.15,0.0770172,West Virginia,no
1116,1988,131.4,69.7577,1.830211,10700.14,0.0758825,West Virginia,no
1117,1989,146.7,69.71596,1.806552,10863.79,0.0749016,West Virginia,no
1118,1990,169.3,72.58303,1.792481,11109.2,0.0744169,West Virginia,yes
1119,1991,191,72.64382,1.798212,11125.09,0.0746549,West Virginia,yes
1120,1992,211.5,72.63476,1.805462,11443.78,0.0749559,West Virginia,yes
1121,1993,208.4,72.55381,1.816179,11522.84,0.0754008,West Virginia,yes
1122,1994,215.8,72.56207,1.81849,11701.54,0.0754967,West Virginia,yes
1123,1995,210.2,72.45068,1.82056,11715.1,0.0755827,West Virginia,yes
1124,1996,210.1,72.55532,1.818983,11789.41,0.0755172,West Virginia,yes
